Season,Player,Pos,Squad,Comp,Nation,Age,Matches Played,Starts,Minutes,90s Played,Goals,Assists,Goals + Assists,Non-Penalty Goals,Non-Penalty Goals + Assists,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Second Yellow Card,Red Cards,xG: Expected Goals,npxG: Non-Penalty xG,xAG: Exp. Assisted Goals,xA: Expected Assists,Assists - xAG,npxG + xAG,PrgR,Shots Total,Shots on Target,Shots on Target %,Goals/Shot,Goals/Shot on Target,Average Shot Distance,Shots from Free Kicks,npxG/Shot,Non-Penalty Goals - npxG,Pass Attempted,Live-ball Passes,Dead-ball Passes,Passes from Free Kicks,Through Balls,Passes Blocked,Passes Offside,Passes Completed,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Shot-Creating Actions,SCA (Live-ball Pass),SCA (Dead-ball Pass),SCA (Take-On),SCA (Shot),SCA (Fouls Drawn),SCA (Defensive Action),Goal-Creating Actions,GCA (Live-ball Pass),GCA (Dead-ball Pass),GCA (Take-On),GCA (Shot),GCA (Fouls Drawn),GCA (Defensive Action),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,% of Dribblers Tackled,Blocks,Shots Blocked,Passes Blocked.1,Interceptions,Clearences,Errors,Touches,Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Take-Ons Attempted,Successful Take-On %,Tackled During Take-On Percentage,Carries,Total Carrying Distance,Progressive Carries,Progressive Carrying Distance,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Passes Received,Progressive Passes Rec,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials Won,Aerials Lost,% of Aerials Won,Best Role,Poss
2022-2023,Oumar Gonzalez,DF,Ajaccio,fr Ligue 1,cm CMR,24,30,29,"2,578",28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.12,0.0,0.0,0.0006944444444444444,0.0006944444444444444,0.0,0.00023148148148148146,0.0,0.0006944444444444444,0.003935185185185185,0.008796296296296295,0.0023148148148148147,27.3,0.0,0.0,11.1,0.0,0.09,-0.03,0.8912037037037036,0.8564814814814814,0.03472222222222222,0.03310185185185185,0.0006944444444444444,7.344000000000001,0.03,0.7268518518518517,81.6,14.071759259259258,4.016203703703703,0.21944444444444444,0.2685185185185185,81.6,0.4143518518518518,0.4583333333333333,90.8,0.07615740740740741,0.13912037037037037,54.7,0.0006944444444444444,0.02337962962962963,0.0006944444444444444,0.0,0.04375,0.0006944444444444444,0.0023148148148148147,0.0,0.0,0.0,0.0,0.0032407407407407406,0.0032407407407407406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.896,42.336,51.408,19.44,6.048000000000001,55.72800000000001,62.2,48.38400000000001,16.416,0.73,78.62400000000001,123.98400000000001,0.0,1.1180555555555554,0.5509259259259259,0.5300925925925926,0.04375,0.021064814814814814,0.012962962962962963,43.8,31.3,0.7268518518518517,4.416666666666667,0.00972222222222222,2.1921296296296298,0.00486111111111111,0.0006944444444444444,30.24,15.12,0.611111111111111,0.003935185185185185,67.82400000000001,66.528,4.32,0.0,4.32,0.0,237.16800000000003,95.04000000000002,69.552,57.8,Central Defender,43.2
2022-2023,Nicolás González,MF,Valencia,es La Liga,es ESP,20,26,18,"1,405",15.6,0.0011538461538461537,0.0011538461538461537,0.0025,0.0011538461538461537,0.0025,0.0,0.0,6.76,0.0,0.0,0.0019230769230769232,0.0019230769230769232,0.0015384615384615385,0.0017307692307692306,-0.02,0.003461538461538461,0.020961538461538462,0.01730769230769231,0.003653846153846154,21.4,0.0013461538461538463,0.006346153846153847,15.2,0.0,0.11,-0.03,0.9596153846153845,0.9211538461538461,0.034423076923076924,0.032115384615384615,0.0025,26.52,0.13,0.8326923076923076,86.9,13.38076923076923,3.9269230769230767,0.41730769230769227,0.45769230769230773,91.1,0.36153846153846153,0.40384615384615385,89.3,0.03826923076923077,0.06403846153846154,59.6,0.014807692307692308,0.11346153846153847,0.011153846153846153,0.0,0.09980769230769232,0.006153846153846154,0.003653846153846154,0.0,0.0,0.0,0.0,0.04076923076923077,0.03076923076923077,0.0011538461538461537,0.003653846153846154,0.0025,0.0025,0.0,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,89.96,49.92,36.92,43.16,9.88,83.2,36.0,70.2,23.400000000000002,0.9,63.44,53.56,0.0,1.1346153846153846,0.20192307692307693,0.6846153846153846,0.2576923076923077,0.02346153846153846,0.04807692307692308,71.8,15.4,0.6499999999999999,3.2403846153846154,0.025961538461538463,1.5750000000000002,0.032115384615384615,0.0011538461538461537,40.04,49.92,0.7461538461538461,0.020961538461538462,110.24000000000001,43.16,0.0,0.0,3.12,3.12,316.68,89.96,49.92,64.3,Target Forward,52.0
2022-2023,Nicolás González,"FW,MF",Fiorentina,it Serie A,ar ARG,24,24,13,"1,354",15.0,0.007130124777183601,0.0012477718360071302,0.00837789661319073,0.004812834224598931,0.0058823529411764705,0.0023172905525846704,0.0023172905525846704,11.22,0.0,0.0,0.008021390374331552,0.00641711229946524,0.00160427807486631,0.0012477718360071302,-0.02,0.008021390374331552,0.13315508021390374,0.06898395721925134,0.02014260249554367,29.3,0.0012477718360071302,0.0042780748663101605,17.4,0.0012477718360071302,0.09,-0.09,0.679144385026738,0.64349376114082,0.02976827094474153,0.0106951871657754,0.0012477718360071302,71.247,0.27,0.4527629233511586,66.7,8.103386809269162,1.8770053475935828,0.18360071301247774,0.26737967914438504,68.4,0.21212121212121213,0.25846702317290554,81.7,0.044028520499108735,0.0855614973262032,51.4,0.02263814616755793,0.04866310160427807,0.0249554367201426,0.0058823529411764705,0.08324420677361853,0.014260249554367202,0.04812834224598931,0.0023172905525846704,0.0,0.0,0.0,0.07361853832442067,0.04759358288770053,0.0,0.004812834224598931,0.007130124777183601,0.01301247771836007,0.0012477718360071302,0.0035650623885918006,0.0023172905525846704,0.0,0.0,0.0012477718360071302,0.0,0.0,63.392999999999994,37.587,11.22,37.587,15.147000000000002,60.02700000000001,31.3,52.173,0.0,0.93,15.147000000000002,22.44,0.0,0.964349376114082,0.08431372549019608,0.4527629233511586,0.44206773618538325,0.08680926916221034,0.08680926916221034,34.2,42.5,0.6007130124777184,3.803921568627451,0.044028520499108735,1.6880570409982174,0.03689839572192513,0.0106951871657754,168.3,52.173,0.7397504456327986,0.13315508021390374,60.02700000000001,205.887,15.147000000000002,0.0,3.9270000000000005,0.0,224.4,239.54699999999997,134.64,64.0,Target Forward,56.1
2022-2023,Joan Gonzàlez,MF,Lecce,it Serie A,es ESP,20,35,26,"2,197",24.4,0.0009685230024213076,0.0029055690072639227,0.0038740920096852305,0.0009685230024213076,0.0038740920096852305,0.0,0.0,13.629,0.0,0.0,0.0014527845036319614,0.0014527845036319614,0.0012106537530266344,0.0016949152542372885,0.07,0.002663438256658596,0.06658595641646489,0.01694915254237288,0.0038740920096852305,23.5,0.0014527845036319614,0.006053268765133173,16.4,0.0,0.09,-0.02,0.7748184019370461,0.7263922518159807,0.044552058111380154,0.0070217917675544795,0.0029055690072639227,27.258,0.16,0.5932203389830509,76.5,9.19128329297821,2.5423728813559325,0.3075060532687651,0.37772397094430993,81.8,0.2162227602905569,0.25423728813559326,85.5,0.041646489104116224,0.08232445520581114,50.6,0.01476997578692494,0.07142857142857144,0.008958837772397095,0.0029055690072639227,0.07046004842615013,0.008958837772397095,0.04116222760290557,0.0009685230024213076,0.0,0.0,0.0,0.03970944309927361,0.030750605326876516,0.0,0.0009685230024213076,0.0029055690072639227,0.0038740920096852305,0.0009685230024213076,0.0029055690072639227,0.0019370460048426152,0.0,0.0,0.0,0.0,0.0009685230024213076,81.36099999999999,47.49499999999999,33.86599999999999,30.561999999999998,16.932999999999996,86.317,33.3,62.775999999999996,13.629,1.19,27.258,47.49499999999999,0.0,1.0726392251815982,0.2242130750605327,0.5665859564164649,0.2978208232445521,0.036803874092009685,0.0486682808716707,36.7,51.0,0.5326876513317191,2.5423728813559325,0.01791767554479419,1.0460048426150121,0.0188861985472155,0.006053268765133173,84.66499999999999,42.126,0.6222760290556901,0.06658595641646489,61.123999999999995,75.992,3.304,0.0,0.0,1.652,228.38899999999998,54.103,113.57499999999999,32.3,,41.3
2022-2023,Giovanni González,DF,Mallorca,es La Liga,uy URU,27,15,9,926,10.3,0.0,0.004622871046228711,0.004622871046228711,0.0,0.004622871046228711,0.0,0.0,20.139,0.0,0.0,0.00048661800486618,0.00048661800486618,0.00291970802919708,0.00145985401459854,0.08,0.0034063260340632603,0.09221411192214111,0.00948905109489051,0.0,0.0,0.0,0.0,19.0,0.0,0.05,-0.02,1.0121654501216546,0.856447688564477,0.1510948905109489,0.004622871046228711,0.0,20.139,0.1,0.7931873479318735,78.5,12.871046228710462,5.347931873479319,0.44525547445255476,0.5036496350364963,88.3,0.2895377128953771,0.36739659367396593,78.8,0.049635036496350364,0.10875912408759122,45.7,0.011922141119221411,0.04476885644768856,0.016545012165450124,0.00948905109489051,0.0661800486618005,0.0,0.04720194647201946,0.0,0.0,0.0,0.0,0.02846715328467153,0.02360097323600973,0.0024330900243309003,0.0,0.0024330900243309003,0.0,0.0,0.00705596107055961,0.00705596107055961,0.0,0.0,0.0,0.0,0.0,63.705000000000005,32.058,43.977000000000004,7.809,11.918999999999999,87.95400000000001,40.9,32.058,7.809,0.58,27.948000000000004,87.95400000000001,0.0,1.194647201946472,0.3905109489051095,0.537712895377129,0.26277372262773724,0.03309002433090025,0.037712895377128956,50.0,37.5,0.5523114355231143,2.369829683698297,0.02360097323600973,1.167883211678832,0.016545012165450124,0.00705596107055961,27.948000000000004,7.809,0.6496350364963503,0.09221411192214111,63.705000000000005,67.815,4.11,0.0,0.0,0.0,191.526,48.086999999999996,69.87,52.2,Wing-Back,41.1
2022-2023,Édgar González,DF,Betis,es La Liga,es ESP,25,25,18,"1,772",19.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.746,5.0600000000000005,5.0600000000000005,0.0011857707509881422,0.0011857707509881422,0.0007905138339920949,0.0007905138339920949,-0.04,0.001976284584980237,0.001976284584980237,0.00909090909090909,0.0029644268774703555,33.3,0.0,0.0,9.7,0.0,0.14,-0.06,0.8952569169960474,0.8695652173913043,0.022134387351778657,0.022134387351778657,0.0,18.216,0.15,0.7944664031620554,88.8,14.306324110671936,5.013833992094861,0.33399209486166004,0.3636363636363636,92.0,0.38537549407114624,0.4169960474308301,92.5,0.06818181818181818,0.09723320158102766,70.1,0.001976284584980237,0.014031620553359683,0.0,0.0,0.030039525691699605,0.001976284584980237,0.0,0.0,0.0,0.0,0.0,0.0071146245059288534,0.005928853754940711,0.0,0.0,0.0009881422924901185,0.0,0.0,0.0009881422924901185,0.0,0.0,0.0,0.0009881422924901185,0.0,0.0,71.852,48.576,46.046,18.216,7.59,69.322,51.9,30.866,23.276000000000003,0.15,54.142,308.154,0.0,1.108695652173913,0.6383399209486166,0.4486166007905138,0.028063241106719365,0.01699604743083004,0.004940711462450593,40.0,0.0,0.5938735177865613,2.4011857707509883,0.0071146245059288534,1.158102766798419,0.004940711462450593,0.0009881422924901185,15.18,2.5300000000000002,0.7055335968379447,0.001976284584980237,59.202,33.396,0.0,0.0,0.0,0.0,213.026,123.464,85.008,59.3,,50.6
2022-2023,Diego González,DF,Elche,es La Liga,es ESP,27,16,8,958,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.29,0.0,0.0,0.0017582417582417582,0.0017582417582417582,0.0,0.0,0.0,0.0017582417582417582,0.004175824175824176,0.012527472527472527,0.0,0.0,0.0,0.0,12.8,0.0,0.13,-0.08,0.7912087912087912,0.7274725274725276,0.06417582417582418,0.03736263736263736,0.0,25.935,0.0,0.6197802197802198,78.3,13.16923076923077,5.3890109890109885,0.16593406593406593,0.19076923076923077,87.0,0.34065934065934067,0.38021978021978026,89.6,0.09736263736263735,0.1865934065934066,52.2,0.0,0.033186813186813185,0.001978021978021978,0.0,0.027032967032967033,0.004175824175824176,0.001978021978021978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.41499999999999,30.03,38.675,12.740000000000002,0.0,47.32,63.6,60.06,51.41499999999999,0.19,30.03,214.76,4.095,1.0087912087912088,0.6659340659340659,0.3120879120879121,0.035164835164835165,0.016483516483516484,0.006153846153846155,33.3,66.7,0.4967032967032967,2.624175824175824,0.001978021978021978,1.4285714285714286,0.0,0.0,8.645,12.740000000000002,0.5494505494505495,0.004175824175824176,72.8,21.384999999999998,0.0,0.0,4.095,0.0,201.565,81.44500000000001,34.125,70.4,No-Nonsense Centre-Back,45.5
2022-2023,Maxime Gonalons,MF,Clermont Foot,fr Ligue 1,fr FRA,33,25,19,"1,449",16.1,0.0012422360248447205,0.0,0.0012422360248447205,0.0012422360248447205,0.0012422360248447205,0.0,0.0,9.177,0.0,0.0,0.0006211180124223603,0.0006211180124223603,0.0006211180124223603,0.0008281573498964804,-0.03,0.0012422360248447205,0.003933747412008282,0.0076604554865424435,0.002484472049689441,33.3,0.003519668737060042,0.010351966873706004,22.6,0.0,0.09,0.03,1.0745341614906834,1.031055900621118,0.039958592132505175,0.03850931677018634,0.0012422360248447205,36.224999999999994,0.19,0.9461697722567289,88.1,17.674948240165634,5.287784679089027,0.3540372670807454,0.40165631469979296,87.9,0.4492753623188406,0.4803312629399586,93.6,0.10538302277432712,0.13374741200828158,78.8,0.011594202898550727,0.10289855072463769,0.0076604554865424435,0.0012422360248447205,0.12732919254658387,0.026915113871635612,0.003933747412008282,0.0,0.0,0.0,0.0,0.026915113871635612,0.02567287784679089,0.0,0.0012422360248447205,0.0,0.0,0.0,0.0012422360248447205,0.0012422360248447205,0.0,0.0,0.0,0.0,0.0,156.009,96.11699999999999,74.865,62.79,17.871,158.90699999999998,47.2,62.79,2.8979999999999997,1.24,59.891999999999996,20.769,2.8979999999999997,1.2815734989648033,0.33333333333333337,0.84472049689441,0.12463768115942028,0.003933747412008282,0.0360248447204969,53.6,39.3,0.9544513457556937,5.070393374741201,0.012836438923395446,2.122153209109731,0.02049689440993789,0.0,59.891999999999996,29.945999999999998,0.8571428571428572,0.003933747412008282,71.967,66.171,0.0,0.0,0.0,0.0,333.27,44.919,27.048000000000002,62.5,Ball Winning Midfielder,48.3
2022-2023,Antonio Gomis,GK,Atlético Madrid,es La Liga,es ESP,19,1,0,6,0.1,,,,,,,,,,,,,,,0.0,,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,,0.0,,,,,0.0,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,Goalkeeper,
2022-2023,Sergio Gómez,"DF,MF",Manchester City,eng Premier League,es ESP,21,12,2,349,3.9,0.0,0.00401854714064915,0.00401854714064915,0.0,0.00401854714064915,0.0,0.0,0.0,0.0,0.0,0.0015455950540958269,0.0015455950540958269,0.004791344667697063,0.004327666151468315,-0.05,0.005873261205564142,0.07928902627511591,0.0276661514683153,0.0,0.0,0.0,0.0,22.1,0.0,0.05,-0.1,1.2565687789799072,1.1375579598145285,0.11885625965996909,0.019783616692426585,0.0,115.813,0.0,1.1051004636785162,88.0,16.145285935085006,3.871715610510046,0.6105100463678516,0.6537867078825347,93.3,0.4157650695517774,0.45131375579598143,92.1,0.04358578052550231,0.06738794435857806,64.7,0.019783616692426585,0.09505409582689335,0.011901081916537867,0.0,0.0714064914992272,0.0,0.031684698608964446,0.011901081916537867,0.0,0.011901081916537867,0.0,0.0276661514683153,0.023802163833075735,0.00401854714064915,0.0,0.0,0.0,0.0,0.00401854714064915,0.00401854714064915,0.0,0.0,0.0,0.0,0.0,149.45700000000002,66.641,99.638,16.822000000000003,32.997,132.635,62.5,82.816,49.819,0.51,32.997,149.45700000000002,16.822000000000003,1.418856259659969,0.29675425038639874,0.78516228748068,0.3446676970633694,0.03956723338485317,0.011901081916537867,0.0,100.0,0.8052550231839258,4.034003091190108,0.03956723338485317,2.060278207109737,0.03956723338485317,0.00401854714064915,115.813,49.819,1.0865533230293662,0.07928902627511591,16.822000000000003,32.997,0.0,0.0,0.0,0.0,315.089,49.819,165.632,23.1,Defensive Midfielder,64.7
2022-2023,Sergi Gómez,DF,Espanyol,es La Liga,es ESP,30,29,26,"2,339",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7240000000000002,0.0,3.4480000000000004,0.0006960556844547563,0.0006960556844547563,0.0004640371229698376,0.0006960556844547563,-0.02,0.001160092807424594,0.0009280742459396752,0.008120649651972157,0.0034802784222737818,44.4,0.0,0.0,12.8,0.0,0.1,-0.03,1.0092807424593968,0.9559164733178654,0.05266821345707656,0.043619489559164726,0.0,5.172,0.12,0.8631090487238979,85.5,18.174013921113687,6.503480278422274,0.24825986078886308,0.2691415313225058,91.7,0.5011600928074246,0.5359628770301624,93.5,0.11322505800464036,0.19095127610208817,59.3,0.004408352668213457,0.033874709976798145,0.0009280742459396752,0.0,0.0382830626450116,0.00974477958236659,0.0027842227378190253,0.0,0.0,0.0,0.0,0.00974477958236659,0.008120649651972157,0.0,0.0,0.0018561484918793504,0.0,0.0,0.0009280742459396752,0.0,0.0,0.0,0.0009280742459396752,0.0,0.0,48.272000000000006,26.722,33.187000000000005,15.084999999999999,0.0,36.635,81.8,54.737,31.463,0.54,44.824000000000005,207.31099999999998,1.7240000000000002,1.2296983758700695,0.6566125290023201,0.5522041763341067,0.029466357308584688,0.016937354988399073,0.0,0.0,0.0,0.6280742459396752,2.716937354988399,0.0018561484918793504,1.3062645011600926,0.0018561484918793504,0.0,8.189,0.0,0.7378190255220417,0.0009280742459396752,15.084999999999999,13.361,0.0,0.0,0.0,0.0,187.48499999999999,71.115,59.477999999999994,54.4,Ball Playing Defender,43.1
2022-2023,Papu Gómez,"FW,MF",Sevilla,es La Liga,ar ARG,34,19,11,"1,065",11.8,0.001520912547528517,0.001520912547528517,0.003231939163498099,0.001520912547528517,0.003231939163498099,0.0,0.0,17.884,0.0,0.0,0.0022813688212927753,0.0022813688212927753,0.0026615969581749053,0.003231939163498099,-0.06,0.004942965779467681,0.1079847908745247,0.035361216730038024,0.011216730038022813,31.8,0.0009505703422053232,0.0026615969581749053,21.4,0.0,0.06,-0.03,0.8612167300380227,0.806083650190114,0.05475285171102661,0.012927756653992395,0.003231939163498099,26.826,0.08,0.7243346007604563,84.1,12.188212927756654,3.73574144486692,0.3897338403041825,0.4182509505703422,93.1,0.25285171102661597,0.30038022813688214,84.0,0.06920152091254753,0.10304182509505704,67.2,0.02262357414448669,0.0741444866920152,0.0403041825095057,0.009695817490494297,0.13212927756653992,0.012927756653992395,0.06444866920152091,0.017680608365019012,0.004752851711026616,0.003231939163498099,0.0,0.0741444866920152,0.06121673003802282,0.003231939163498099,0.001520912547528517,0.003231939163498099,0.003231939163498099,0.001520912547528517,0.004752851711026616,0.004752851711026616,0.0,0.0,0.0,0.0,0.0,26.826,17.884,13.15,13.15,0.0,44.71,20.0,35.768,4.208,0.59,17.884,22.092,0.0,1.026615969581749,0.1112167300380228,0.5038022813688213,0.42585551330798477,0.0435361216730038,0.05798479087452471,41.7,38.9,0.7566539923954372,4.809885931558935,0.05475285171102661,2.1806083650190113,0.05798479087452471,0.009695817490494297,93.628,57.86000000000001,0.8269961977186312,0.1079847908745247,26.826,97.83600000000001,13.15,0.0,4.208,0.0,196.198,13.15,26.826,33.3,,52.6
2022-2023,Moi Gómez,"MF,FW",Osasuna,es La Liga,es ESP,28,33,28,"2,453",27.3,0.0022916666666666667,0.0014583333333333334,0.00375,0.0022916666666666667,0.00375,0.0,0.0,8.64,0.0,0.0,0.0014583333333333334,0.0014583333333333334,0.0033333333333333335,0.00375,-0.09,0.004791666666666667,0.05104166666666667,0.014583333333333332,0.006875,47.4,0.0033333333333333335,0.006875,21.0,0.0,0.09,0.04,1.1895833333333334,1.0791666666666666,0.106875,0.05416666666666667,0.0008333333333333334,45.599999999999994,0.22,1.0020833333333334,84.3,18.927083333333332,4.91875,0.44166666666666665,0.47291666666666665,93.5,0.3979166666666667,0.4458333333333333,89.4,0.141875,0.21875,65.0,0.04041666666666666,0.12979166666666667,0.026041666666666668,0.01,0.14041666666666666,0.026041666666666668,0.08770833333333333,0.04729166666666667,0.019791666666666666,0.019791666666666666,0.0,0.07166666666666667,0.05104166666666667,0.016041666666666666,0.0008333333333333334,0.0031249999999999997,0.0008333333333333334,0.0,0.004583333333333333,0.00375,0.0008333333333333334,0.0,0.0,0.0,0.0,45.599999999999994,29.759999999999998,15.84,24.48,5.28,56.16,46.9,26.400000000000002,5.28,0.44,17.759999999999998,8.64,1.92,1.3062500000000001,0.18083333333333332,0.7729166666666667,0.3729166666666666,0.017499999999999998,0.030625,67.5,27.5,0.8770833333333333,4.922916666666667,0.028333333333333335,2.091666666666667,0.03666666666666667,0.005416666666666667,58.08,31.68,0.9520833333333334,0.05104166666666667,24.48,45.599999999999994,1.92,0.0,0.0,0.0,309.6,12.48,44.160000000000004,21.9,Inverted Winger,48.0
2022-2023,Maxi Gómez,FW,Valencia,es La Liga,uy URU,25,3,0,108,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032692307692307695,0.0032692307692307695,0.0032692307692307695,0.0032692307692307695,-0.17,0.006346153846153847,0.01596153846153846,0.04807692307692308,0.0,0.0,0.0,0.0,18.9,0.01596153846153846,0.07,-0.17,0.22499999999999998,0.2076923076923077,0.01596153846153846,0.0,0.0,0.0,0.0,0.14423076923076922,64.3,2.1,0.04807692307692308,0.08019230769230769,0.08019230769230769,100.0,0.032115384615384615,0.06403846153846154,50.0,0.01596153846153846,0.04807692307692308,33.3,0.032115384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032115384615384615,0.032115384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.84,0.0,0.4326923076923077,0.032115384615384615,0.14423076923076922,0.2557692307692308,0.12826923076923077,0.032115384615384615,0.0,100.0,0.3038461538461539,1.4903846153846154,0.01596153846153846,1.025,0.0,0.04807692307692308,130.0,43.16,0.3278846153846154,0.01596153846153846,173.16,130.0,43.16,0.0,0.0,0.0,0.0,86.84,260.0,25.0,,52.0
2022-2023,Joe Gomez,DF,Liverpool,eng Premier League,eng ENG,25,21,15,"1,466",16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.943999999999999,0.0,0.0,0.00016447368421052634,0.00016447368421052634,0.00016447368421052634,0.0006578947368421054,-0.01,0.0003289473684210527,0.005098684210526316,0.0060855263157894735,0.001973684210526316,33.3,0.0,0.0,24.5,0.0,0.03,-0.01,1.3733552631578947,1.3273026315789476,0.039309210526315794,0.0060855263157894735,0.001973684210526316,18.848,0.37,1.1759868421052633,85.7,23.592105263157897,7.705592105263158,0.33881578947368424,0.3832236842105263,88.7,0.6924342105263158,0.7516447368421053,92.1,0.12812500000000002,0.19901315789473684,64.5,0.000986842105263158,0.12203947368421053,0.004111842105263158,0.0,0.10904605263157895,0.011019736842105264,0.004111842105263158,0.0,0.0,0.0,0.0,0.018092105263157895,0.015131578947368423,0.000986842105263158,0.0,0.000986842105263158,0.0,0.000986842105263158,0.000986842105263158,0.000986842105263158,0.0,0.0,0.0,0.0,0.0,104.576,78.432,55.936,40.736,7.295999999999999,71.136,57.9,63.232,40.736,0.37,89.37599999999999,190.30399999999997,7.295999999999999,1.5345394736842106,0.6069078947368421,0.8585526315789475,0.07664473684210527,0.0060855263157894735,0.005098684210526316,80.0,20.0,1.0148026315789476,4.870065789473685,0.015131578947368423,2.6398026315789473,0.012171052631578947,0.0,48.64,18.848,1.049342105263158,0.005098684210526316,48.64,15.2,3.6479999999999997,0.0,3.6479999999999997,0.0,469.984,171.456,141.664,54.8,Ball Playing Defender,60.8
2022-2023,Dani Gómez,"MF,FW",Espanyol,es La Liga,es ESP,24,8,0,88,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2088167053364269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39443155452436196,0.37122969837587005,0.02320185614849188,0.0,0.0,86.2,0.0,0.30162412993039445,76.5,4.547563805104408,0.6496519721577726,0.2088167053364269,0.2088167053364269,100.0,0.09280742459396751,0.13921113689095127,66.7,0.0,0.0,0.0,0.02320185614849188,0.02320185614849188,0.02320185614849188,0.0,0.09280742459396751,0.0,0.04640371229698376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.2,43.1,43.1,43.1,0.0,86.2,50.0,0.0,0.0,0.0,43.1,0.0,0.0,0.7424593967517401,0.09280742459396751,0.27842227378190254,0.39443155452436196,0.09280742459396751,0.06960556844547564,33.3,66.7,0.46403712296983757,2.877030162412993,0.02320185614849188,0.5104408352668214,0.04640371229698376,0.0,129.3,86.2,0.4872389791183295,0.2088167053364269,129.3,86.2,172.4,0.0,0.0,0.0,215.5,43.1,0.0,100.0,Advanced Forward,43.1
2022-2023,Toti Gomes,DF,Wolves,eng Premier League,pt POR,23,17,10,984,10.9,0.0018036072144288577,0.0,0.0018036072144288577,0.0018036072144288577,0.0018036072144288577,0.0,0.0,27.445,0.0,0.0,0.0008016032064128256,0.0008016032064128256,0.0006012024048096192,0.0006012024048096192,-0.03,0.0012024048096192384,0.04228456913827655,0.009218436873747496,0.0036072144288577155,40.0,0.004008016032064129,0.01002004008016032,9.9,0.0,0.08,0.06,1.0200400801603207,0.9178356713426853,0.10120240480961924,0.01282565130260521,0.0,22.954,0.09,0.8456913827655311,82.9,14.0,5.236472945891784,0.40681362725450904,0.4709418837675351,86.3,0.3707414829659319,0.4208416833667335,88.2,0.051503006012024045,0.09739478957915833,52.8,0.007414829659318637,0.04969939879759519,0.014629258517034067,0.007414829659318637,0.04969939879759519,0.009218436873747496,0.016633266533066134,0.0,0.0,0.0,0.0,0.016633266533066134,0.016633266533066134,0.0,0.0,0.0,0.0,0.0,0.0018036072144288577,0.0018036072144288577,0.0,0.0,0.0,0.0,0.0,68.862,41.416999999999994,50.399,18.463,0.0,59.38099999999999,69.2,73.353,36.427,0.73,50.399,233.53199999999998,0.0,1.2645290581162325,0.5625250501002004,0.5110220440881764,0.1837675350701403,0.027655310621242483,0.029458917835671342,56.3,37.5,0.6022044088176353,2.7955911823647295,0.007414829659318637,1.6993987975951903,0.020240480961923848,0.0,27.445,13.972000000000001,0.7394789579158316,0.04228456913827655,73.353,22.954,4.491,0.0,0.0,0.0,279.44,77.844,73.353,51.5,,49.9
